  2462.5  2457.5  2452.5  2447.5  2442.5  2437.5  2437.5  2437.5  2437.5  2437.5  2437.5  2437.5  2437.5  2437.5  2437.5  2437.5  2442.5  2447.5  2452.5  2457.5  2462.5
    2460    2455    2450    2445    2440    2435    2435    2435    2435    2435    2435    2435    2435    2435    2435    2435    2440    2445    2450    2455    2460
  2457.5  2452.5  2447.5  2442.5  2437.5  2432.5  2432.5  2432.5  2432.5  2432.5  2432.5  2432.5  2432.5  2432.5  2432.5  2432.5  2437.5  2442.5  2447.5  2452.5  2457.5
    2455    2450    2445    2440    2435    2430    2430    2430    2430    2430    2430    2430    2430    2430    2430    2430    2435    2440    2445    2450    2455
  2452.5  2447.5  2442.5  2437.5  2432.5  2427.5  2427.5  2427.5  2427.5  2427.5  2427.5  2427.5  2427.5  2427.5  2427.5  2427.5  2432.5  2437.5  2442.5  2447.5  2452.5
    2450    2445    2440    2435    2430    2425    2425    2425    2425    2425    2425    2425    2425    2425    2425    2425    2430    2435    2440    2445    2450
  2447.5  2442.5  2437.5  2432.5  2427.5  2422.5  2422.5  2422.5  2422.5  2422.5  2422.5  2422.5  2422.5  2422.5  2422.5  2422.5  2427.5  2432.5  2437.5  2442.5  2447.5
    2445    2440    2435    2430    2425    2420    2420    2420    2420    2420    2420    2420    2420    2420    2420    2420    2425    2430    2435    2440    2445
  2442.5  2437.5  2432.5  2427.5  2422.5  2417.5  2417.5  2417.5  2417.5  2417.5  2417.5  2417.5  2417.5  2417.5  2417.5  2417.5  2422.5  2427.5  2432.5  2437.5  2442.5
    2440    2435    2430    2425    2420    2415    2415    2415    2415    2415    2415    2415    2415    2415    2415    2415    2420    2425    2430    2435    2440
  2437.5  2432.5  2427.5  2422.5  2417.5  2412.5  2412.5  2412.5  2412.5  2412.5  2412.5  2412.5  2412.5  2412.5  2412.5  2412.5  2417.5  2422.5  2427.5  2432.5  2437.5
    2435    2430    2425    2420    2415    2410    2410    2410    2410    2410    2410    2410    2410    2410    2410    2410    2415    2420    2425    2430    2435
  2432.5  2427.5  2422.5  2417.5  2412.5  2407.5  2407.5  2407.5  2407.5  2407.5  2407.5  2407.5  2407.5  2407.5  2407.5  2407.5  2412.5  2417.5  2422.5  2427.5  2432.5
    2430    2425    2420    2415    2410    2405    2405    2405    2405    2405    2405    2405    2405    2405    2405    2405    2410    2415    2420    2425    2430
  2427.5  2422.5  2417.5  2412.5  2407.5  2402.5  2402.5  2402.5  2402.5  2402.5  2402.5  2402.5  2402.5  2402.5  2402.5  2402.5  2407.5  2412.5  2417.5  2422.5  2427.5
    2425    2420    2415    2410    2405    2400    2400    2400    2400    2400    2400    2400    2400    2400    2400    2400    2405    2410    2415    2420    2425
  2422.5  2417.5  2412.5  2407.5  2402.5  2397.5  2397.5  2397.5  2397.5  2397.5  2397.5  2397.5  2397.5  2397.5  2397.5  2397.5  2402.5  2407.5  2412.5  2417.5  2422.5
    2420    2415    2410    2405    2400    2395    2395    2395    2395    2395    2395    2395    2395    2395    2395    2395    2400    2405    2410    2415    2420
  2417.5  2412.5  2407.5  2402.5  2397.5  2392.5  2392.5  2392.5  2392.5  2392.5  2392.5  2392.5  2392.5  2392.5  2392.5  2392.5  2397.5  2402.5  2407.5  2412.5  2417.5
    2415    2410    2405    2400    2395    2390    2390    2390    2390    2390    2390    2390    2390    2390    2390    2390    2395    2400    2405    2410    2415
  2412.5  2407.5  2402.5  2397.5  2392.5  2387.5  2387.5  2387.5  2387.5  2387.5  2387.5  2387.5  2387.5  2387.5  2387.5  2387.5  2392.5  2397.5  2402.5  2407.5  2412.5
    2410    2405    2400    2395    2390    2385    2385    2385    2385    2385    2385    2385    2385    2385    2385    2385    2390    2395    2400    2405    2410
  2407.5  2402.5  2397.5  2392.5  2387.5  2382.5  2382.5  2382.5  2382.5  2382.5  2382.5  2382.5  2382.5  2382.5  2382.5  2382.5  2387.5  2392.5  2397.5  2402.5  2407.5
    2405    2400    2395    2390    2385    2380    2380    2380    2380    2380    2380    2380    2380    2380    2380    2380    2385    2390    2395    2400    2405
  2402.5  2397.5  2392.5  2387.5  2382.5  2377.5  2377.5  2377.5  2377.5  2377.5  2377.5  2377.5  2377.5  2377.5  2377.5  2377.5  2382.5  2387.5  2392.5  2397.5  2402.5
    2400    2395    2390    2385    2380    2375    2375    2375    2375    2375    2375    2375    2375    2375    2375    2375    2380    2385    2390    2395    2400
  2397.5  2392.5  2387.5  2382.5  2377.5  2372.5  2372.5  2372.5  2372.5  2372.5  2372.5  2372.5  2372.5  2372.5  2372.5  2372.5  2377.5  2382.5  2387.5  2392.5  2397.5
    2395    2390    2385    2380    2375    2370    2370    2370    2370    2370    2370    2370    2370    2370    2370    2370    2375    2380    2385    2390    2395
  2392.5  2387.5  2382.5  2377.5  2372.5  2367.5  2367.5  2367.5  2367.5  2367.5  2367.5  2367.5  2367.5  2367.5  2367.5  2367.5  2372.5  2377.5  2382.5  2387.5  2392.5
    2390    2385    2380    2375    2370    2365    2365    2365    2365    2365    2365    2365    2365    2365    2365    2365    2370    2375    2380    2385    2390
  2387.5  2382.5  2377.5  2372.5  2367.5  2362.5  2362.5  2362.5  2362.5  2362.5  2362.5  2362.5  2362.5  2362.5  2362.5  2362.5  2367.5  2372.5  2377.5  2382.5  2387.5
    2385    2380    2375    2370    2365    2360    2360    2360    2360    2360    2360    2360    2360    2360    2360    2360    2365    2370    2375    2380    2385
  2382.5  2377.5  2372.5  2367.5  2362.5  2357.5  2357.5  2357.5  2357.5  2357.5  2357.5  2357.5  2357.5  2357.5  2357.5  2357.5  2362.5  2367.5  2372.5  2377.5  2382.5
    2380    2375    2370    2365    2360    2355    2355    2355    2355    2355    2355    2355    2355    2355    2355    2355    2360    2365    2370    2375    2380
  2377.5  2372.5  2367.5  2362.5  2357.5  2352.5  2352.5  2352.5  2352.5  2352.5  2352.5  2352.5  2352.5  2352.5  2352.5  2352.5  2357.5  2362.5  2367.5  2372.5  2377.5
    2375    2370    2365    2360    2355    2350    2350    2350    2350    2350    2350    2350    2350    2350    2350    2350    2355    2360    2365    2370    2375
  2372.5  2367.5  2362.5  2357.5  2352.5  2347.5  2347.5  2347.5  2347.5  2347.5  2347.5  2347.5  2347.5  2347.5  2347.5  2347.5  2352.5  2357.5  2362.5  2367.5  2372.5
    2370    2365    2360    2355    2350    2345    2345    2345    2345    2345    2345    2345    2345    2345    2345    2345    2350    2355    2360    2365    2370
  2367.5  2362.5  2357.5  2352.5  2347.5  2342.5  2342.5  2342.5  2342.5  2342.5  2342.5  2342.5  2342.5  2342.5  2342.5  2342.5  2347.5  2352.5  2357.5  2362.5  2367.5
    2365    2360    2355    2350    2345    2340    2340    2340    2340    2340    2340    2340    2340    2340    2340    2340    2345    2350    2355    2360    2365
  2362.5  2357.5  2352.5  2347.5  2342.5  2337.5  2337.5  2337.5  2337.5  2337.5  2337.5  2337.5  2337.5  2337.5  2337.5  2337.5  2342.5  2347.5  2352.5  2357.5  2362.5
    2360    2355    2350    2345    2340    2335    2335    2335    2335    2335    2335    2335    2335    2335    2335    2335    2340    2345    2350    2355    2360
  2357.5  2352.5  2347.5  2342.5  2337.5  2332.5  2332.5  2332.5  2332.5  2332.5  2332.5  2332.5  2332.5  2332.5  2332.5  2332.5  2337.5  2342.5  2347.5  2352.5  2357.5
    2355    2350    2345    2340    2335    2330    2330    2330    2330    2330    2330    2330    2330    2330    2330    2330    2335    2340    2345    2350    2355
  2352.5  2347.5  2342.5  2337.5  2332.5  2327.5  2327.5  2327.5  2327.5  2327.5  2327.5  2327.5  2327.5  2327.5  2327.5  2327.5  2332.5  2337.5  2342.5  2347.5  2352.5
    2350    2345    2340    2335    2330    2325    2325    2325    2325    2325    2325    2325    2325    2325    2325    2325    2330    2335    2340    2345    2350
  2347.5  2342.5  2337.5  2332.5  2327.5  2322.5  2322.5  2322.5  2322.5  2322.5  2322.5  2322.5  2322.5  2322.5  2322.5  2322.5  2327.5  2332.5  2337.5  2342.5  2347.5
    2345    2340    2335    2330    2325    2320    2320    2320    2320    2320    2320    2320    2320    2320    2320    2320    2325    2330    2335    2340    2345
  2342.5  2337.5  2332.5  2327.5  2322.5  2317.5  2317.5  2317.5  2317.5  2317.5  2317.5  2317.5  2317.5  2317.5  2317.5  2317.5  2322.5  2327.5  2332.5  2337.5  2342.5
    2340    2335    2330    2325    2320    2315    2315    2315    2315    2315    2315    2315    2315    2315    2315    2315    2320    2325    2330    2335    2340
  2337.5  2332.5  2327.5  2322.5  2317.5  2312.5  2312.5  2312.5  2312.5  2312.5  2312.5  2312.5  2312.5  2312.5  2312.5  2312.5  2317.5  2322.5  2327.5  2332.5  2337.5
    2335    2330    2325    2320    2315    2310    2310    2310    2310    2310    2310    2310    2310    2310    2310    2310    2315    2320    2325    2330    2335
  2332.5  2327.5  2322.5  2317.5  2312.5  2307.5  2307.5  2307.5  2307.5  2307.5  2307.5  2307.5  2307.5  2307.5  2307.5  2307.5  2312.5  2317.5  2322.5  2327.5  2332.5
    2330    2325    2320    2315    2310    2305    2305    2305    2305    2305    2305    2305    2305    2305    2305    2305    2310    2315    2320    2325    2330
  2327.5  2322.5  2317.5  2312.5  2307.5  2302.5  2302.5  2302.5  2302.5  2302.5  2302.5  2302.5  2302.5  2302.5  2302.5  2302.5  2307.5  2312.5  2317.5  2322.5  2327.5
    2325    2320    2315    2310    2305    2300    2300    2300    2300    2300    2300    2300    2300    2300    2300    2300    2305    2310    2315    2320    2325
  2322.5  2317.5  2312.5  2307.5  2302.5  2297.5  2297.5  2297.5  2297.5  2297.5  2297.5  2297.5  2297.5  2297.5  2297.5  2297.5  2302.5  2307.5  2312.5  2317.5  2322.5
    2320    2315    2310    2305    2300    2295    2295    2295    2295    2295    2295    2295    2295    2295    2295    2295    2300    2305    2310    2315    2320
  2317.5  2312.5  2307.5  2302.5  2297.5  2292.5  2292.5  2292.5  2292.5  2292.5  2292.5  2292.5  2292.5  2292.5  2292.5  2292.5  2297.5  2302.5  2307.5  2312.5  2317.5
    2315    2310    2305    2300    2295    2290    2290    2290    2290    2290    2290    2290    2290    2290    2290    2290    2295    2300    2305    2310    2315
  2312.5  2307.5  2302.5  2297.5  2292.5  2287.5  2287.5  2287.5  2287.5  2287.5  2287.5  2287.5  2287.5  2287.5  2287.5  2287.5  2292.5  2297.5  2302.5  2307.5  2312.5
    2310    2305    2300    2295    2290    2285    2285    2285    2285    2285    2285    2285    2285    2285    2285    2285    2290    2295    2300    2305    2310
  2307.5  2302.5  2297.5  2292.5  2287.5  2282.5  2282.5  2282.5  2282.5  2282.5  2282.5  2282.5  2282.5  2282.5  2282.5  2282.5  2287.5  2292.5  2297.5  2302.5  2307.5
    2305    2300    2295    2290    2285    2280    2280    2280    2280    2280    2280    2280    2280    2280    2280    2280    2285    2290    2295    2300    2305
  2302.5  2297.5  2292.5  2287.5  2282.5  2277.5  2277.5  2277.5  2277.5  2277.5  2277.5  2277.5  2277.5  2277.5  2277.5  2277.5  2282.5  2287.5  2292.5  2297.5  2302.5
    2300    2295    2290    2285    2280    2275    2275    2275    2275    2275    2275    2275    2275    2275    2275    2275    2280    2285    2290    2295    2300
  2297.5  2292.5  2287.5  2282.5  2277.5  2272.5  2272.5  2272.5  2272.5  2272.5  2272.5  2272.5  2272.5  2272.5  2272.5  2272.5  2277.5  2282.5  2287.5  2292.5  2297.5
    2295    2290    2285    2280    2275    2270    2270    2270    2270    2270    2270    2270    2270    2270    2270    2270    2275    2280    2285    2290    2295
  2292.5  2287.5  2282.5  2277.5  2272.5  2267.5  2267.5  2267.5  2267.5  2267.5  2267.5  2267.5  2267.5  2267.5  2267.5  2267.5  2272.5  2277.5  2282.5  2287.5  2292.5
    2290    2285    2280    2275    2270    2265    2265    2265    2265    2265    2265    2265    2265    2265    2265    2265    2270    2275    2280    2285    2290
  2287.5  2282.5  2277.5  2272.5  2267.5  2262.5  2262.5  2262.5  2262.5  2262.5  2262.5  2262.5  2262.5  2262.5  2262.5  2262.5  2267.5  2272.5  2277.5  2282.5  2287.5
    2285    2280    2275    2270    2265    2260    2260    2260    2260    2260    2260    2260    2260    2260    2260    2260    2265    2270    2275    2280    2285
  2282.5  2277.5  2272.5  2267.5  2262.5  2257.5  2257.5  2257.5  2257.5  2257.5  2257.5  2257.5  2257.5  2257.5  2257.5  2257.5  2262.5  2267.5  2272.5  2277.5  2282.5
    2280    2275    2270    2265    2260    2255    2255    2255    2255    2255    2255    2255    2255    2255    2255    2255    2260    2265    2270    2275    2280
  2277.5  2272.5  2267.5  2262.5  2257.5  2252.5  2252.5  2252.5  2252.5  2252.5  2252.5  2252.5  2252.5  2252.5  2252.5  2252.5  2257.5  2262.5  2267.5  2272.5  2277.5
    2275    2270    2265    2260    2255    2250    2250    2250    2250    2250    2250    2250    2250    2250    2250    2250    2255    2260    2265    2270    2275
  2272.5  2267.5  2262.5  2257.5  2252.5  2247.5  2247.5  2247.5  2247.5  2247.5  2247.5  2247.5  2247.5  2247.5  2247.5  2247.5  2252.5  2257.5  2262.5  2267.5  2272.5
    2270    2265    2260    2255    2250    2245    2245    2245    2245    2245    2245    2245    2245    2245    2245    2245    2250    2255    2260    2265    2270
  2267.5  2262.5  2257.5  2252.5  2247.5  2242.5  2242.5  2242.5  2242.5  2242.5  2242.5  2242.5  2242.5  2242.5  2242.5  2242.5  2247.5  2252.5  2257.5  2262.5  2267.5
    2265    2260    2255    2250    2245    2240    2240    2240    2240    2240    2240    2240    2240    2240    2240    2240    2245    2250    2255    2260    2265
  2262.5  2257.5  2252.5  2247.5  2242.5  2237.5  2237.5  2237.5  2237.5  2237.5  2237.5  2237.5  2237.5  2237.5  2237.5  2237.5  2242.5  2247.5  2252.5  2257.5  2262.5
    2260    2255    2250    2245    2240    2235    2235    2235    2235    2235    2235    2235    2235    2235    2235    2235    2240    2245    2250    2255    2260
  2257.5  2252.5  2247.5  2242.5  2237.5  2232.5  2232.5  2232.5  2232.5  2232.5  2232.5  2232.5  2232.5  2232.5  2232.5  2232.5  2237.5  2242.5  2247.5  2252.5  2257.5
    2255    2250    2245    2240    2235    2230    2230    2230    2230    2230    2230    2230    2230    2230    2230    2230    2235    2240    2245    2250    2255
  2252.5  2247.5  2242.5  2237.5  2232.5  2227.5  2227.5  2227.5  2227.5  2227.5  2227.5  2227.5  2227.5  2227.5  2227.5  2227.5  2232.5  2237.5  2242.5  2247.5  2252.5
    2250    2245    2240    2235    2230    2225    2225    2225    2225    2225    2225    2225    2225    2225    2225    2225    2230    2235    2240    2245    2250
  2247.5  2242.5  2237.5  2232.5  2227.5  2222.5  2222.5  2222.5  2222.5  2222.5  2222.5  2222.5  2222.5  2222.5  2222.5  2222.5  2227.5  2232.5  2237.5  2242.5  2247.5
    2245    2240    2235    2230    2225    2220    2220    2220    2220    2220    2220    2220    2220    2220    2220    2220    2225    2230    2235    2240    2245
  2242.5  2237.5  2232.5  2227.5  2222.5  2217.5  2217.5  2217.5  2217.5  2217.5  2217.5  2217.5  2217.5  2217.5  2217.5  2217.5  2222.5  2227.5  2232.5  2237.5  2242.5
    2240    2235    2230    2225    2220    2215    2215    2215    2215    2215    2215    2215    2215    2215    2215    2215    2220    2225    2230    2235    2240
  2237.5  2232.5  2227.5  2222.5  2217.5  2212.5  2212.5  2212.5  2212.5  2212.5  2212.5  2212.5  2212.5  2212.5  2212.5  2212.5  2217.5  2222.5  2227.5  2232.5  2237.5
    2235    2230    2225    2220    2215    2210    2210    2210    2210    2210    2210    2210    2210    2210    2210    2210    2215    2220    2225    2230    2235
  2232.5  2227.5  2222.5  2217.5  2212.5  2207.5  2207.5  2207.5  2207.5  2207.5  2207.5  2207.5  2207.5  2207.5  2207.5  2207.5  2212.5  2217.5  2222.5  2227.5  2232.5
    2230    2225    2220    2215    2210    2205    2205    2205    2205    2205    2205    2205    2205    2205    2205    2205    2210    2215    2220    2225    2230
  2227.5  2222.5  2217.5  2212.5  2207.5  2202.5  2202.5  2202.5  2202.5  2202.5  2202.5  2202.5  2202.5  2202.5  2202.5  2202.5  2207.5  2212.5  2217.5  2222.5  2227.5
    2225    2220    2215    2210    2205    2200    2200    2200    2200    2200    2200    2200    2200    2200    2200    2200    2205    2210    2215    2220    2225
  2222.5  2217.5  2212.5  2207.5  2202.5  2197.5  2197.5  2197.5  2197.5  2197.5  2197.5  2197.5  2197.5  2197.5  2197.5  2197.5  2202.5  2207.5  2212.5  2217.5  2222.5
    2220    2215    2210    2205    2200    2195    2195    2195    2195    2195    2195    2195    2195    2195    2195    2195    2200    2205    2210    2215    2220
  2217.5  2212.5  2207.5  2202.5  2197.5  2192.5  2192.5  2192.5  2192.5  2192.5  2192.5  2192.5  2192.5  2192.5  2192.5  2192.5  2197.5  2202.5  2207.5  2212.5  2217.5
    2215    2210    2205    2200    2195    2190    2190    2190    2190    2190    2190    2190    2190    2190    2190    2190    2195    2200    2205    2210    2215
  2212.5  2207.5  2202.5  2197.5  2192.5  2187.5  2187.5  2187.5  2187.5  2187.5  2187.5  2187.5  2187.5  2187.5  2187.5  2187.5  2192.5  2197.5  2202.5  2207.5  2212.5
    2210    2205    2200    2195    2190    2185    2185    2185    2185    2185    2185    2185    2185    2185    2185    2185    2190    2195    2200    2205    2210
  2207.5  2202.5  2197.5  2192.5  2187.5  2182.5  2182.5  2182.5  2182.5  2182.5  2182.5  2182.5  2182.5  2182.5  2182.5  2182.5  2187.5  2192.5  2197.5  2202.5  2207.5
    2205    2200    2195    2190    2185    2180    2180    2180    2180    2180    2180    2180    2180    2180    2180    2180    2185    2190    2195    2200    2205
  2202.5  2197.5  2192.5  2187.5  2182.5  2177.5  2177.5  2177.5  2177.5  2177.5  2177.5  2177.5  2177.5  2177.5  2177.5  2177.5  2182.5  2187.5  2192.5  2197.5  2202.5
    2200    2195    2190    2185    2180    2175    2175    2175    2175    2175    2175    2175    2175    2175    2175    2175    2180    2185    2190    2195    2200
  2197.5  2192.5  2187.5  2182.5  2177.5  2172.5  2172.5  2172.5  2172.5  2172.5  2172.5  2172.5  2172.5  2172.5  2172.5  2172.5  2177.5  2182.5  2187.5  2192.5  2197.5
    2195    2190    2185    2180    2175    2170    2170    2170    2170    2170    2170    2170    2170    2170    2170    2170    2175    2180    2185    2190    2195
  2192.5  2187.5  2182.5  2177.5  2172.5  2167.5  2167.5  2167.5  2167.5  2167.5  2167.5  2167.5  2167.5  2167.5  2167.5  2167.5  2172.5  2177.5  2182.5  2187.5  2192.5
    2190    2185    2180    2175    2170    2165    2165    2165    2165    2165    2165    2165    2165    2165    2165    2165    2170    2175    2180    2185    2190
  2187.5  2182.5  2177.5  2172.5  2167.5  2162.5  2162.5  2162.5  2162.5  2162.5  2162.5  2162.5  2162.5  2162.5  2162.5  2162.5  2167.5  2172.5  2177.5  2182.5  2187.5
    2185    2180    2175    2170    2165    2160    2160    2160    2160    2160    2160    2160    2160    2160    2160    2160    2165    2170    2175    2180    2185
  2182.5  2177.5  2172.5  2167.5  2162.5  2157.5  2157.5  2157.5  2157.5  2157.5  2157.5  2157.5  2157.5  2157.5  2157.5  2157.5  2162.5  2167.5  2172.5  2177.5  2182.5
    2180    2175    2170    2165    2160    2155    2155    2155    2155    2155    2155    2155    2155    2155    2155    2155    2160    2165    2170    2175    2180
  2177.5  2172.5  2167.5  2162.5  2157.5  2152.5  2152.5  2152.5  2152.5  2152.5  2152.5  2152.5  2152.5  2152.5  2152.5  2152.5  2157.5  2162.5  2167.5  2172.5  2177.5
    2175    2170    2165    2160    2155    2150    2150    2150    2150    2150    2150    2150    2150    2150    2150    2150    2155    2160    2165    2170    2175
  2172.5  2167.5  2162.5  2157.5  2152.5  2147.5  2147.5  2147.5  2147.5  2147.5  2147.5  2147.5  2147.5  2147.5  2147.5  2147.5  2152.5  2157.5  2162.5  2167.5  2172.5
    2170    2165    2160    2155    2150    2145    2145    2145    2145    2145    2145    2145    2145    2145    2145    2145    2150    2155    2160    2165    2170
  2167.5  2162.5  2157.5  2152.5  2147.5  2142.5  2142.5  2142.5  2142.5  2142.5  2142.5  2142.5  2142.5  2142.5  2142.5  2142.5  2147.5  2152.5  2157.5  2162.5  2167.5
    2165    2160    2155    2150    2145    2140    2140    2140    2140    2140    2140    2140    2140    2140    2140    2140    2145    2150    2155    2160    2165
  2162.5  2157.5  2152.5  2147.5  2142.5  2137.5  2137.5  2137.5  2137.5  2137.5  2137.5  2137.5  2137.5  2137.5  2137.5  2137.5  2142.5  2147.5  2152.5  2157.5  2162.5
    2160    2155    2150    2145    2140    2135    2135    2135    2135    2135    2135    2135    2135    2135    2135    2135    2140    2145    2150    2155    2160
  2157.5  2152.5  2147.5  2142.5  2137.5  2132.5  2132.5  2132.5  2132.5  2132.5  2132.5  2132.5  2132.5  2132.5  2132.5  2132.5  2137.5  2142.5  2147.5  2152.5  2157.5
    2155    2150    2145    2140    2135    2130    2130    2130    2130    2130    2130    2130    2130    2130    2130    2130    2135    2140    2145    2150    2155
  2152.5  2147.5  2142.5  2137.5  2132.5  2127.5  2127.5  2127.5  2127.5  2127.5  2127.5  2127.5  2127.5  2127.5  2127.5  2127.5  2132.5  2137.5  2142.5  2147.5  2152.5
    2150    2145    2140    2135    2130    2125    2125    2125    2125    2125    2125    2125    2125    2125    2125    2125    2130    2135    2140    2145    2150
  2147.5  2142.5  2137.5  2132.5  2127.5  2122.5  2122.5  2122.5  2122.5  2122.5  2122.5  2122.5  2122.5  2122.5  2122.5  2122.5  2127.5  2132.5  2137.5  2142.5  2147.5
    2145    2140    2135    2130    2125    2120    2120    2120    2120    2120    2120    2120    2120    2120    2120    2120    2125    2130    2135    2140    2145
  2142.5  2137.5  2132.5  2127.5  2122.5  2117.5  2117.5  2117.5  2117.5  2117.5  2117.5  2117.5  2117.5  2117.5  2117.5  2117.5  2122.5  2127.5  2132.5  2137.5  2142.5
    2140    2135    2130    2125    2120    2115    2115    2115    2115    2115    2115    2115    2115    2115    2115    2115    2120    2125    2130    2135    2140
  2137.5  2132.5  2127.5  2122.5  2117.5  2112.5  2112.5  2112.5  2112.5  2112.5  2112.5  2112.5  2112.5  2112.5  2112.5  2112.5  2117.5  2122.5  2127.5  2132.5  2137.5
    2135    2130    2125    2120    2115    2110    2110    2110    2110    2110    2110    2110    2110    2110    2110    2110    2115    2120    2125    2130    2135
  2132.5  2127.5  2122.5  2117.5  2112.5  2107.5  2107.5  2107.5  2107.5  2107.5  2107.5  2107.5  2107.5  2107.5  2107.5  2107.5  2112.5  2117.5  2122.5  2127.5  2132.5
    2130    2125    2120    2115    2110    2105    2105    2105    2105    2105    2105    2105    2105    2105    2105    2105    2110    2115    2120    2125    2130
  2127.5  2122.5  2117.5  2112.5  2107.5  2102.5  2102.5  2102.5  2102.5  2102.5  2102.5  2102.5  2102.5  2102.5  2102.5  2102.5  2107.5  2112.5  2117.5  2122.5  2127.5
    2125    2120    2115    2110    2105    2100    2100    2100    2100    2100    2100    2100    2100    2100    2100    2100    2105    2110    2115    2120    2125
  2122.5  2117.5  2112.5  2107.5  2102.5  2097.5  2097.5  2097.5  2097.5  2097.5  2097.5  2097.5  2097.5  2097.5  2097.5  2097.5  2102.5  2107.5  2112.5  2117.5  2122.5
    2120    2115    2110    2105    2100    2095    2095    2095    2095    2095    2095    2095    2095    2095    2095    2095    2100    2105    2110    2115    2120
  2117.5  2112.5  2107.5  2102.5  2097.5  2092.5  2092.5  2092.5  2092.5  2092.5  2092.5  2092.5  2092.5  2092.5  2092.5  2092.5  2097.5  2102.5  2107.5  2112.5  2117.5
